	title	cn	_merge
358	Title: Bible map guide [cartographic material] / Common 	G2230 .C67 2011	right_only
359	Title: The Harper atlas of the Bible / edited by James B. 	G2230 .H47 1987	right_only
360	Title: General maps of Persia 1477-1925 / [cartographic 	G2256.S1 Z92 2005	right_only
361	Title: A historical atlas of South Asia / [cartographic 	G2261.S1 H5 1978	right_only
362	Title: A historical atlas of South Asia / edited by Joseph E. 	G2261.S1 H5 1992	right_only
363	Title: Atlas of women and men in India / [cartographic 	G2281.E1 R3 1999	right_only
364	Title: The Population atlas of China / compiled and edited by 	G2306.E2 P6 1987	right_only
365	Title: The national economic atlas of China / supported by 	G2306.G1 N3 1994	right_only
366	Title: The national economic atlas of China / supported by 	G2306.G1 N3 1994 BOOK 1	right_only
367	Title: The national economic atlas of China / supported by 	G2306.G1 N3 1994 BOOK 2	right_only
368	Title: The national economic atlas of China / supported by 	G2306.G1 N3 1994 BOOK 3	right_only
369	Title: The national economic atlas of China / supported by 	G2306.G1 N3 1994 BOOK 4	right_only
370	Title: Atlas of Japan: physical, economic, and social. 	G2355 .K6 1970	right_only
371	Title: The atlas of Africa / Régine Van Chi-Bonnardel. 	G2445 .N48	right_only
372	Title: Africa's lakes [cartographic material] : atlas of our 	G2446.C2 A37 2006	right_only
373	Title: Historical atlas of Africa / general editors, J.F. Ade 	G2446.S1 H5 1985	right_only
374	Title: Atlas of the Valley of the Kings / [cartographic 	G2492.V3 A8 2003	right_only
375	Title: Kenya : atlas of our changing environment. 	G2531.G3 K46 2009	right_only
376	Title: The Rand McNally atlas of the oceans / [editor, Martyn 	G2800.C7 R3	right_only
377	Title: Ocean [cartographic material] : an illustrated atlas / 	G2800 .E24 2009	right_only
378	Title: The Times atlas of the oceans / editor, Alastair 	G2800 .T5 1983	right_only
379	Title: World atlas of the oceans [cartographic material] : 	G2800 .W4413 2001	right_only
380	Title: Atlas of the Pacific Islands / Max Quanchi. 	G2860 .Q36 2003	right_only
381	Title: World reference map / [cartographic material] / 	G3200 2000 .G4	right_only
382	Title: World reference map / [cartographic material] / 	G3200 2001 .G4	right_only
383	Title: Political map of the world, April 2004 [cartographic 	G3200 2004 .U5	right_only
384	Title: Political map of the world, April 2005 [cartographic 	G3200 2005 .U5	right_only
385	Title: World reference map / [cartographic material] / 	G3200 2006 .G4	right_only
386	Title: Political map of the world, April 2006 [cartographic 	G3200 2006 .U5	right_only
387	Title: Political map of the world, June 2012 [cartographic 	G3200 2012 .U5	right_only
388	Title: Standard time zones of the world [cartographer 	G3201.B2 2012 .U5	right_only
389	Title: World atlas of natural hazards / Bill McGuire ... [et 	G3201.C1 2004 .W67	right_only
390	Title: Physical map of the world, April 2005 [cartographic 	G3201.C2 2005 .U5	right_only
391	Title: Physical map of the world, April 2006 [cartographic 	G3201.C2 2006 .U5	right_only
392	Title: Physical map of the world, June 2012 [cartographic 	G3201.C2 2012 .U5	right_only
393	Title: The most intense tropical storms of 1997 [cartographic 	G3201.C86 1997 .N2	right_only
394	Title: The most intense tropical storms of 1998 [cartographic 	G3201.C86 1998 .N2	right_only
395	Title: United States Foreign Service posts and Department of 	G3201.F55 1996 .U5	right_only
396	Title: United States foreign service posts and Department of 	G3201.F55 2003 .U5	right_only
397	Title: Map of the world oceans, October 2012 [cartographic 	G3201 .P54 2012 .U5	right_only
398	Title: The Arctic region [cartographic material]. 	G3271.F3 2008 .U5	right_only
399	Title: Latin America [cartographic material]. 	G3292.L3 1997 .U5	right_only
400	Title: American Indians & Alaska Natives in the United States 	G3701.E1 1999 U5	right_only
401	Title: Population of the United States, April 1, 2000 	G3701.E2 2000 .U51	right_only
402	Title: Understanding the U.S population. 	G3701.E2 2020 .U5	right_only
403	Title: Diversity in the United States : where we live and who 	G3701.E2 2020 .U52	right_only
404	Title: Sample PSUs for the health interview survey (HIS) 1980 	G3701.E25 1983 .U51 MLC	right_only
405	Title: Sample PSUs for the current population survey (CPS) 	G3701.E25 1983 .U52 MLC	right_only
406	Title: Metropolitan and micropolitan statistical areas of the 	G3701.E25 2003 .U5	right_only
407	Title: 2010 Census, local Census offices with type of 	G3701.E25 2009 .U5	right_only
408	Title: Five Ponds quadrangle, New York [cartographic 	G3802.A34 F48 2001	right_only
409	Title: Wolf Mountain quadrangle, New York [cartographic 	G3802.A34 W65 2001	right_only
410	Title: Bearsville quadrangle, New York [cartographic 	G3802.C33 B43 2001	right_only
411	Title: Kaaterskill Clove quadrangle, New York [cartographic 	G3802.C33 K22 2001	right_only
412	Title: Peekamoose Mtn quadrangle, New York [cartographic 	G3802.C33 P44 2001	right_only
413	Title: Phoenicia quadrangle, New York [cartographic material] 	G3802.C33 P46 2001	right_only
414	Title: Dover Plains quadrangle, New York--Connecticut 	G3803.D87 D68 1998	right_only
415	Title: Hunter quadrangle, New York--Greene Co [cartographic 	Produced Friday, February 16, 2024 at 4:19 PM	right_only
416	Title: Berlin quadrangle, New York--Massachusetts--Vermont 	G3803.R45 B47 1997	right_only
417	Title: North Pownal quadrangle, Vermont--New York 	G3803.R45 N67 1995	right_only
418	Title: Cranberry Lake quadrangle, New York--St. Lawrence Co 	G3803.S25 C72 2001	right_only
419	Title: Newton Falls quadrangle, New York--St. Lawrence Co 	G3803.S25 N48 2001	right_only
420	Title: Shandaken quadrangle, New York--Ulster Co 	G3803.U48 S52 2001	right_only
421	Title: West Shokan quadrangle, New York--Ulster Co 	G3803.U48 W47 1997	right_only
422	Title: Salem quadrangle, New York--Vermont [cartographic 	G3803.W27 S25 1995	right_only
423	Title: West Pawlet quadrangle, New York--Vermont 	G3803.W27 W46 1995	right_only
424	Title: Mount Kisco quadrangle, New York--Connecticut 	G3803.W47 M68 1998	right_only
425	Title: Peach Lake quadrangle, New York--Connecticut 	G3803.W47 P43 2001	right_only
426	Title: The Narrows quadrangle, New York--New Jersey 	G3804.N5 N27 2001	right_only
427	Title: South Amboy quadrangle, New Jersey--New York, 1995 	G3813.M54 S68 1995	right_only
428	Title: Keyport quadrangle, New Jersey--New York, 1995 	G3813.M65 K39 1995	right_only
429	Title: Sandy Hook quadrangle, New Jersey--New York 	G3813.M65 S35 1998	right_only
430	Title: Elkland quadrangle, Pennsylvania--New York 	G3823.E44 E55 2001	right_only
431	Title: Pacific Northwest [cartographic material] / produced 	G4241.S1 1986 .N3	right_only
432	Title: Central America and the Caribbean [cartographic 	G4800 2002 .U5	right_only
433	Title: Europe [cartographic material]. 	G5700 2004 .U4	right_only
434	Title: History of Europe [cartographic material] : the major 	G5701.S1 1983 N4	right_only
435	Title: An historical map of Kingston upon Hull from medieval 	G5754.H9.E644 2017 .E8	right_only
436	Title: [A view of London.] From the Sheldon Tapestry 	G5754.L7 1550? F76 1925	right_only
437	Title: Historical map of Oxford from medieval to Victorian 	G5754.O9.E644 2016 .B7	right_only
438	Title: An historical map of Winchester from medieval times to 	G5754.W74.E644 2016 .B5	right_only
439	Title: The Balkans / [cartographic material] / Central 	G6800.S2500 U6 1999	right_only
440	Title: Aegean Sea region [cartographic material]. 	G6802 .A3 2006 .U5	right_only
441	Title: Kosovo, map of the crisis region [cartographic 	G6853.K6 H3 1999	right_only
442	Title: Kosovo, map of the crisis region [cartographic 	G6853.K6 H3 1999	right_only
443	Title: Kosovo, map of the crisis region [cartographic 	G6853.K6 H3 1999	right_only
444	Title: Oil and gas infrastructure in the Caspian Sea Region 	G7121.H8 U35 2001	right_only
445	Title: Oil and gas infrastructure in the Caspian Sea region 	G7121.H8 U35 2012	right_only
446	Title: Middle East oil and gas [cartographic material]. 	G7421.H8 2007 .U5	right_only
447	Title: Republic of Turkey [cartographic material] = Türkiye 	G7430 2002 .U5	right_only
448	Title: Syria [cartographic material]. 	G7460 2004 .U5	right_only
449	Title: Syria [cartographic material]. 	G7460 2004 .U55	right_only
450	Title: Greater Jerusalem, May 2006. 	G7504 .J4 G4 2006 .U5	right_only
451	Title: West Bank [cartographic material]. 	G7512.W4A4 2008 .U5	right_only
452	Title: Yemen [cartographic material]. 	G7540 2002 .U53	right_only
453	Title: Central and southern Iraq [cartographic material] : 	G7610 2003 .U52	right_only
454	Title: Central and southern Iraq [cartographic material] : 	G7610 2003 .U53	right_only
455	Title: Iraq [cartographic material] : [map]. 	G7610 2003 .U54	right_only
456	Title: Iraq country profile [cartographic material]. 	G7610 2003 .U55	right_only
457	Title: Iraq country profile [cartographic material]. 	G7610 2003 .U55B	right_only
458	Title: Iraq [cartographic material]. 	G7610 2004 .U5	right_only
459	Title: Iraq [cartographic material]. 	G7610 2004 .U51	right_only
460	Title: Iran country profile [cartographic material]. 	G7620 2004 .U5	right_only
461	Title: Afghanistan-Pakistan [cartographic material]. : 	G7631.F2 2008 .U5	right_only
462	Title: Federally Adminstered Tribal Areas (FATA), Pakistan 	G7642.F42 A1 2009	right_only
463	Title: North-west Frontier Province, Pakistan [cartographic 	G7643.N6 A1 2009	right_only
464	Title: Swat District, North-west Frontier Province 	G7643.S9 A1 2009	right_only
465	Title: Kashmir region [cartographic material]. 	G7653.J3 2003 .U5	right_only
466	Title: East Asia [cartographic material] : [map]. 	G7800 2004 .U5	right_only
467	Title: Africa [cartographic material]. 	G8201.F2 2009 .U5	right_only
468	Title: Somalia [cartographic material] : country profile. 		right_only
469	Title: Oceania [cartographic material]. 	G9251 .A4 2002 .U5	right_only
470	Title: Cartographica extraordinaire : the historical map 	GA197.R86 R86 2004	right_only
471	Title: Mappae antiquae : liber amicorum Günter Schilder : 	GA203 .M37 2007 ATLAS	right_only
472	Title: Mappae antiquae : liber amicorum Günter Schilder : 	GA203 .M37 2007 MAPS	right_only
473	Title: Historical atlas of the North American railroad / 	HE2751 .H29 2010	right_only
474	Title: An atlas of rural settlement in England / Brian K 	HN398.E5 R63 2000	right_only
475	Title: Atlas of shrinking cities = Atlas der schrumpfenden 	HT371 .A85 2006	right_only
476	Title: Zoning resolution : the City of New York / City 	KFX2079.Z2	right_only
477	Title: The Phaidon atlas of contemporary world architecture. 	NA680 .P44 2004	right_only
478	Title: The Phaidon atlas of 21st century world architecture. 	NA687 .P43 2008	right_only
479	Title: The atlas of North American English : phonetics 	PE2808 .L26 2006	right_only
480	Title: Linguistic atlas of New England, by Hans Kurath 	PE2845.L5 K8 V.1	right_only
481	Title: Linguistic atlas of New England, by Hans Kurath 	PE2845.L5 K8 V.2	right_only
482	Title: Linguistic atlas of New England, by Hans Kurath 	PE2845.L5 K8 V.3	right_only
483	Title: Linguistic atlas of New England, by Hans Kurath 	PE2845.L5 K8 V.4	right_only
484	Title: Linguistic atlas of New England, by Hans Kurath 	PE2845.L5 K8 V.5	right_only
485	Title: Linguistic atlas of New England, by Hans Kurath 	PE2845.L5 K8 V.6	right_only
486	Title: Atlas of the Messier objects : highlights of the deep 	QB65 .A8513 2008	right_only
487	Title: Jodocus Hondius' wall-map of Europe, 1595; reproduced 	SPEC COLL FOLIO 1967 4	right_only
488	Title: The historical atlas of world railroads / 	TF15 .W47 2008	right_only
